jour;libelle;reg;incid_rea
2020-10-22;Provence-Alpes-Côte d'Azur;93;30
2020-10-23;Auvergne-Rhône-Alpes;84;52
2020-10-23;Bourgogne-Franche-Comté;27;9
2020-10-23;Bretagne;53;5
2020-10-23;Centre-Val de Loire;24;13
2020-10-23;Corse;94;1
2020-10-23;Grand-Est;44;21
2020-10-23;Guadeloupe;1;1
2020-10-23;Guyane;3;0
2020-10-23;Hauts-de-France;32;24
2020-10-23;Ile-de-France;11;85
2020-10-23;La Réunion;4;4
2020-10-23;Martinique;2;1
2020-10-23;Mayotte;6;0
2020-10-23;Normandie;28;9
2020-10-23;Nouvelle-Aquitaine;75;11
2020-10-23;Occitanie;76;19
2020-10-23;Pays de la Loire;52;10
2020-10-23;Provence-Alpes-Côte d'Azur;93;34
2020-10-24;Auvergne-Rhône-Alpes;84;38
2020-10-24;Bourgogne-Franche-Comté;27;14
2020-10-24;Bretagne;53;6
2020-10-24;Centre-Val de Loire;24;3
2020-10-24;Corse;94;0
2020-10-24;Grand-Est;44;5
2020-10-24;Guadeloupe;1;1
2020-10-24;Guyane;3;1
2020-10-24;Hauts-de-France;32;31
2020-10-24;Ile-de-France;11;63
2020-10-24;La Réunion;4;1
2020-10-24;Martinique;2;1
2020-10-24;Mayotte;6;0
2020-10-24;Normandie;28;3
2020-10-24;Nouvelle-Aquitaine;75;9
2020-10-24;Occitanie;76;31
2020-10-24;Pays de la Loire;52;5
2020-10-24;Provence-Alpes-Côte d'Azur;93;21
2020-10-25;Auvergne-Rhône-Alpes;84;32
2020-10-25;Bourgogne-Franche-Comté;27;9
2020-10-25;Bretagne;53;7
2020-10-25;Centre-Val de Loire;24;4
2020-10-25;Corse;94;3
2020-10-25;Grand-Est;44;10
2020-10-25;Guadeloupe;1;1
2020-10-25;Guyane;3;0
2020-10-25;Hauts-de-France;32;17
2020-10-25;Ile-de-France;11;43
2020-10-25;La Réunion;4;1
2020-10-25;Martinique;2;1
2020-10-25;Mayotte;6;0
2020-10-25;Normandie;28;8
2020-10-25;Nouvelle-Aquitaine;75;5
2020-10-25;Occitanie;76;23
2020-10-25;Pays de la Loire;52;6
2020-10-25;Provence-Alpes-Côte d'Azur;93;21
2020-10-26;Auvergne-Rhône-Alpes;84;81
2020-10-26;Bourgogne-Franche-Comté;27;16
2020-10-26;Bretagne;53;9
2020-10-26;Centre-Val de Loire;24;10
2020-10-26;Corse;94;0
2020-10-26;Grand-Est;44;17
2020-10-26;Guadeloupe;1;0
2020-10-26;Guyane;3;0
2020-10-26;Hauts-de-France;32;47
2020-10-26;Ile-de-France;11;73
2020-10-26;La Réunion;4;1
2020-10-26;Martinique;2;0
2020-10-26;Mayotte;6;1
2020-10-26;Normandie;28;14
2020-10-26;Nouvelle-Aquitaine;75;9
2020-10-26;Occitanie;76;23
2020-10-26;Pays de la Loire;52;17
2020-10-26;Provence-Alpes-Côte d'Azur;93;39
2020-10-27;Auvergne-Rhône-Alpes;84;82
2020-10-27;Bourgogne-Franche-Comté;27;17
2020-10-27;Bretagne;53;12
2020-10-27;Centre-Val de Loire;24;9
2020-10-27;Corse;94;0
2020-10-27;Grand-Est;44;22
2020-10-27;Guadeloupe;1;0
2020-10-27;Guyane;3;1
2020-10-27;Hauts-de-France;32;37
2020-10-27;Ile-de-France;11;121
2020-10-27;La Réunion;4;0
2020-10-27;Martinique;2;2
2020-10-27;Mayotte;6;0
2020-10-27;Normandie;28;14
2020-10-27;Nouvelle-Aquitaine;75;30
2020-10-27;Occitanie;76;37
2020-10-27;Pays de la Loire;52;15
2020-10-27;Provence-Alpes-Côte d'Azur;93;32
2020-10-28;Auvergne-Rhône-Alpes;84;68
2020-10-28;Bourgogne-Franche-Comté;27;13
2020-10-28;Bretagne;53;8
2020-10-28;Centre-Val de Loire;24;11
2020-10-28;Corse;94;4
2020-10-28;Grand-Est;44;15
2020-10-28;Guadeloupe;1;1
2020-10-28;Guyane;3;0
2020-10-28;Hauts-de-France;32;50
2020-10-28;Ile-de-France;11;84
2020-10-28;La Réunion;4;0
2020-10-28;Martinique;2;1
2020-10-28;Mayotte;6;1
2020-10-28;Normandie;28;10
2020-10-28;Nouvelle-Aquitaine;75;9
2020-10-28;Occitanie;76;42
2020-10-28;Pays de la Loire;52;14
2020-10-28;Provence-Alpes-Côte d'Azur;93;41
2020-10-29;Auvergne-Rhône-Alpes;84;76
2020-10-29;Bourgogne-Franche-Comté;27;18
2020-10-29;Bretagne;53;9
2020-10-29;Centre-Val de Loire;24;11
2020-10-29;Corse;94;1
2020-10-29;Grand-Est;44;24
2020-10-29;Guadeloupe;1;2
2020-10-29;Guyane;3;0
2020-10-29;Hauts-de-France;32;42
2020-10-29;Ile-de-France;11;87
2020-10-29;La Réunion;4;2
2020-10-29;Martinique;2;2
2020-10-29;Mayotte;6;0
2020-10-29;Normandie;28;14
2020-10-29;Nouvelle-Aquitaine;75;20
2020-10-29;Occitanie;76;37
2020-10-29;Pays de la Loire;52;15
2020-10-29;Provence-Alpes-Côte d'Azur;93;35
2020-10-30;Auvergne-Rhône-Alpes;84;75
2020-10-30;Bourgogne-Franche-Comté;27;26
2020-10-30;Bretagne;53;14
2020-10-30;Centre-Val de Loire;24;8
2020-10-30;Corse;94;1
2020-10-30;Grand-Est;44;29
2020-10-30;Guadeloupe;1;1
2020-10-30;Guyane;3;0
2020-10-30;Hauts-de-France;32;44
2020-10-30;Ile-de-France;11;100
2020-10-30;La Réunion;4;3
2020-10-30;Martinique;2;2
2020-10-30;Mayotte;6;0
2020-10-30;Normandie;28;25
2020-10-30;Nouvelle-Aquitaine;75;16
2020-10-30;Occitanie;76;23
2020-10-30;Pays de la Loire;52;10
2020-10-30;Provence-Alpes-Côte d'Azur;93;45
2020-10-31;Auvergne-Rhône-Alpes;84;73
2020-10-31;Bourgogne-Franche-Comté;27;13
2020-10-31;Bretagne;53;9
2020-10-31;Centre-Val de Loire;24;8
2020-10-31;Corse;94;1
2020-10-31;Grand-Est;44;19
2020-10-31;Guadeloupe;1;1
2020-10-31;Guyane;3;0
2020-10-31;Hauts-de-France;32;38
2020-10-31;Ile-de-France;11;70
2020-10-31;La Réunion;4;0
2020-10-31;Martinique;2;1
2020-10-31;Mayotte;6;1
2020-10-31;Normandie;28;13
2020-10-31;Nouvelle-Aquitaine;75;13
2020-10-31;Occitanie;76;34
2020-10-31;Pays de la Loire;52;11
2020-10-31;Provence-Alpes-Côte d'Azur;93;34
2020-11-01;Auvergne-Rhône-Alpes;84;50
2020-11-01;Bourgogne-Franche-Comté;27;13
2020-11-01;Bretagne;53;6
2020-11-01;Centre-Val de Loire;24;6
2020-11-01;Corse;94;1
2020-11-01;Grand-Est;44;27
2020-11-01;Guadeloupe;1;0
2020-11-01;Guyane;3;0
2020-11-01;Hauts-de-France;32;38
2020-11-01;Ile-de-France;11;58
2020-11-01;La Réunion;4;2
2020-11-01;Martinique;2;0
2020-11-01;Mayotte;6;0
2020-11-01;Normandie;28;5
2020-11-01;Nouvelle-Aquitaine;75;18
2020-11-01;Occitanie;76;33
2020-11-01;Pays de la Loire;52;8
2020-11-01;Provence-Alpes-Côte d'Azur;93;24
2020-11-02;Auvergne-Rhône-Alpes;84;75
2020-11-02;Bourgogne-Franche-Comté;27;27
2020-11-02;Bretagne;53;10
2020-11-02;Centre-Val de Loire;24;16
2020-11-02;Corse;94;1
2020-11-02;Grand-Est;44;23
2020-11-02;Guadeloupe;1;2
2020-11-02;Guyane;3;0
2020-11-02;Hauts-de-France;32;49
2020-11-02;Ile-de-France;11;94
2020-11-02;La Réunion;4;1
2020-11-02;Martinique;2;2
2020-11-02;Mayotte;6;0
2020-11-02;Normandie;28;14
2020-11-02;Nouvelle-Aquitaine;75;20
2020-11-02;Occitanie;76;31
2020-11-02;Pays de la Loire;52;23
2020-11-02;Provence-Alpes-Côte d'Azur;93;42
2020-11-03;Auvergne-Rhône-Alpes;84;87
2020-11-03;Bourgogne-Franche-Comté;27;14
2020-11-03;Bretagne;53;6
2020-11-03;Centre-Val de Loire;24;22
2020-11-03;Corse;94;2
2020-11-03;Grand-Est;44;33
2020-11-03;Guadeloupe;1;0
2020-11-03;Guyane;3;0
2020-11-03;Hauts-de-France;32;56
2020-11-03;Ile-de-France;11;115
2020-11-03;La Réunion;4;2
2020-11-03;Martinique;2;2
2020-11-03;Mayotte;6;0
2020-11-03;Normandie;28;16
2020-11-03;Nouvelle-Aquitaine;75;26
2020-11-03;Occitanie;76;30
2020-11-03;Pays de la Loire;52;12
2020-11-03;Provence-Alpes-Côte d'Azur;93;46
2020-11-04;Auvergne-Rhône-Alpes;84;94
2020-11-04;Bourgogne-Franche-Comté;27;24
2020-11-04;Bretagne;53;11
2020-11-04;Centre-Val de Loire;24;12
2020-11-04;Corse;94;0
2020-11-04;Grand-Est;44;27
2020-11-04;Guadeloupe;1;1
2020-11-04;Guyane;3;1
2020-11-04;Hauts-de-France;32;50
2020-11-04;Ile-de-France;11;120
2020-11-04;La Réunion;4;0
2020-11-04;Martinique;2;0
2020-11-04;Mayotte;6;0
2020-11-04;Normandie;28;22
2020-11-04;Nouvelle-Aquitaine;75;30
2020-11-04;Occitanie;76;66
2020-11-04;Pays de la Loire;52;16
2020-11-04;Provence-Alpes-Côte d'Azur;93;66
2020-11-05;Auvergne-Rhône-Alpes;84;90
2020-11-05;Bourgogne-Franche-Comté;27;25
2020-11-05;Bretagne;53;10
2020-11-05;Centre-Val de Loire;24;23
2020-11-05;Corse;94;3
2020-11-05;Grand-Est;44;35
2020-11-05;Guadeloupe;1;4
2020-11-05;Guyane;3;0
2020-11-05;Hauts-de-France;32;43
2020-11-05;Ile-de-France;11;85
2020-11-05;La Réunion;4;4
2020-11-05;Martinique;2;4
2020-11-05;Mayotte;6;0
2020-11-05;Normandie;28;14
2020-11-05;Nouvelle-Aquitaine;75;18
2020-11-05;Occitanie;76;41
2020-11-05;Pays de la Loire;52;14
2020-11-05;Provence-Alpes-Côte d'Azur;93;34
2020-11-06;Auvergne-Rhône-Alpes;84;84
2020-11-06;Bourgogne-Franche-Comté;27;31
2020-11-06;Bretagne;53;5
2020-11-06;Centre-Val de Loire;24;15
2020-11-06;Corse;94;2
2020-11-06;Grand-Est;44;34
2020-11-06;Guadeloupe;1;1
2020-11-06;Guyane;3;0
2020-11-06;Hauts-de-France;32;52
2020-11-06;Ile-de-France;11;72
2020-11-06;La Réunion;4;2
2020-11-06;Martinique;2;0
2020-11-06;Mayotte;6;0
2020-11-06;Normandie;28;16
2020-11-06;Nouvelle-Aquitaine;75;23
2020-11-06;Occitanie;76;32
2020-11-06;Pays de la Loire;52;16
2020-11-06;Provence-Alpes-Côte d'Azur;93;49
2020-11-07;Auvergne-Rhône-Alpes;84;98
2020-11-07;Bourgogne-Franche-Comté;27;15
2020-11-07;Bretagne;53;13
2020-11-07;Centre-Val de Loire;24;14
2020-11-07;Corse;94;0
2020-11-07;Grand-Est;44;23
2020-11-07;Guadeloupe;1;1
2020-11-07;Guyane;3;0
2020-11-07;Hauts-de-France;32;40
2020-11-07;Ile-de-France;11;79
2020-11-07;La Réunion;4;1
2020-11-07;Martinique;2;0
2020-11-07;Mayotte;6;0
2020-11-07;Normandie;28;15
2020-11-07;Nouvelle-Aquitaine;75;12
2020-11-07;Occitanie;76;25
2020-11-07;Pays de la Loire;52;15
2020-11-07;Provence-Alpes-Côte d'Azur;93;43
2020-11-08;Auvergne-Rhône-Alpes;84;73
2020-11-08;Bourgogne-Franche-Comté;27;26
2020-11-08;Bretagne;53;6
2020-11-08;Centre-Val de Loire;24;3
2020-11-08;Corse;94;1
2020-11-08;Grand-Est;44;16
2020-11-08;Guadeloupe;1;1
2020-11-08;Guyane;3;0
2020-11-08;Hauts-de-France;32;34
2020-11-08;Ile-de-France;11;76
2020-11-08;La Réunion;4;2
2020-11-08;Martinique;2;2
2020-11-08;Mayotte;6;1
2020-11-08;Normandie;28;16
2020-11-08;Nouvelle-Aquitaine;75;9
2020-11-08;Occitanie;76;22
2020-11-08;Pays de la Loire;52;3
2020-11-08;Provence-Alpes-Côte d'Azur;93;32
2020-11-09;Auvergne-Rhône-Alpes;84;76
2020-11-09;Bourgogne-Franche-Comté;27;31
2020-11-09;Bretagne;53;7
2020-11-09;Centre-Val de Loire;24;18
2020-11-09;Corse;94;1
2020-11-09;Grand-Est;44;37
2020-11-09;Guadeloupe;1;0
2020-11-09;Guyane;3;0
2020-11-09;Hauts-de-France;32;41
2020-11-09;Ile-de-France;11;106
2020-11-09;La Réunion;4;1
2020-11-09;Martinique;2;2
2020-11-09;Mayotte;6;0
2020-11-09;Normandie;28;18
2020-11-09;Nouvelle-Aquitaine;75;29
2020-11-09;Occitanie;76;37
2020-11-09;Pays de la Loire;52;22
2020-11-09;Provence-Alpes-Côte d'Azur;93;58
2020-11-10;Auvergne-Rhône-Alpes;84;91
2020-11-10;Bourgogne-Franche-Comté;27;22
2020-11-10;Bretagne;53;19
2020-11-10;Centre-Val de Loire;24;15
2020-11-10;Corse;94;1
2020-11-10;Grand-Est;44;37
2020-11-10;Guadeloupe;1;2
2020-11-10;Guyane;3;0
2020-11-10;Hauts-de-France;32;50
2020-11-10;Ile-de-France;11;106
2020-11-10;La Réunion;4;2
2020-11-10;Martinique;2;1
2020-11-10;Mayotte;6;1
2020-11-10;Normandie;28;9
2020-11-10;Nouvelle-Aquitaine;75;16
2020-11-10;Occitanie;76;35
2020-11-10;Pays de la Loire;52;19
2020-11-10;Provence-Alpes-Côte d'Azur;93;46
2020-11-11;Auvergne-Rhône-Alpes;84;73
2020-11-11;Bourgogne-Franche-Comté;27;25
2020-11-11;Bretagne;53;7
2020-11-11;Centre-Val de Loire;24;5
2020-11-11;Corse;94;0
2020-11-11;Grand-Est;44;26
2020-11-11;Guadeloupe;1;0
2020-11-11;Guyane;3;0
2020-11-11;Hauts-de-France;32;45
2020-11-11;Ile-de-France;11;66
2020-11-11;La Réunion;4;1
2020-11-11;Martinique;2;0
2020-11-11;Mayotte;6;1
2020-11-11;Normandie;28;14
2020-11-11;Nouvelle-Aquitaine;75;23
2020-11-11;Occitanie;76;20
2020-11-11;Pays de la Loire;52;10
2020-11-11;Provence-Alpes-Côte d'Azur;93;35
2020-11-12;Auvergne-Rhône-Alpes;84;71
2020-11-12;Bourgogne-Franche-Comté;27;12
2020-11-12;Bretagne;53;8
2020-11-12;Centre-Val de Loire;24;20
2020-11-12;Corse;94;2
2020-11-12;Grand-Est;44;41
2020-11-12;Guadeloupe;1;1
2020-11-12;Guyane;3;0
2020-11-12;Hauts-de-France;32;35
2020-11-12;Ile-de-France;11;83
2020-11-12;La Réunion;4;4
2020-11-12;Martinique;2;0
2020-11-12;Mayotte;6;0
2020-11-12;Normandie;28;13
2020-11-12;Nouvelle-Aquitaine;75;11
2020-11-12;Occitanie;76;32
2020-11-12;Pays de la Loire;52;11
2020-11-12;Provence-Alpes-Côte d'Azur;93;42
2020-11-13;Auvergne-Rhône-Alpes;84;80
2020-11-13;Bourgogne-Franche-Comté;27;22
2020-11-13;Bretagne;53;15
2020-11-13;Centre-Val de Loire;24;15
2020-11-13;Corse;94;0
2020-11-13;Grand-Est;44;39
2020-11-13;Guadeloupe;1;1
2020-11-13;Guyane;3;0
2020-11-13;Hauts-de-France;32;50
2020-11-13;Ile-de-France;11;98
2020-11-13;La Réunion;4;2
2020-11-13;Martinique;2;0
2020-11-13;Mayotte;6;0
2020-11-13;Normandie;28;9
2020-11-13;Nouvelle-Aquitaine;75;24
2020-11-13;Occitanie;76;45
2020-11-13;Pays de la Loire;52;15
2020-11-13;Provence-Alpes-Côte d'Azur;93;58
2020-11-14;Auvergne-Rhône-Alpes;84;88
2020-11-14;Bourgogne-Franche-Comté;27;14
2020-11-14;Bretagne;53;4
2020-11-14;Centre-Val de Loire;24;13
2020-11-14;Corse;94;0
2020-11-14;Grand-Est;44;24
2020-11-14;Guadeloupe;1;1
2020-11-14;Guyane;3;0
2020-11-14;Hauts-de-France;32;31
2020-11-14;Ile-de-France;11;64
2020-11-14;La Réunion;4;4
2020-11-14;Martinique;2;1
2020-11-14;Mayotte;6;0
2020-11-14;Normandie;28;10
2020-11-14;Nouvelle-Aquitaine;75;8
2020-11-14;Occitanie;76;28
2020-11-14;Pays de la Loire;52;8
2020-11-14;Provence-Alpes-Côte d'Azur;93;29
2020-11-15;Auvergne-Rhône-Alpes;84;52
2020-11-15;Bourgogne-Franche-Comté;27;21
2020-11-15;Bretagne;53;4
2020-11-15;Centre-Val de Loire;24;10
2020-11-15;Corse;94;3
2020-11-15;Grand-Est;44;19
2020-11-15;Guadeloupe;1;1
2020-11-15;Guyane;3;0
2020-11-15;Hauts-de-France;32;30
2020-11-15;Ile-de-France;11;35
2020-11-15;La Réunion;4;1
2020-11-15;Martinique;2;4
2020-11-15;Mayotte;6;0
2020-11-15;Normandie;28;12
2020-11-15;Nouvelle-Aquitaine;75;24
2020-11-15;Occitanie;76;27
2020-11-15;Pays de la Loire;52;10
2020-11-15;Provence-Alpes-Côte d'Azur;93;17
2020-11-16;Auvergne-Rhône-Alpes;84;65
2020-11-16;Bourgogne-Franche-Comté;27;23
2020-11-16;Bretagne;53;6
2020-11-16;Centre-Val de Loire;24;19
2020-11-16;Corse;94;1
2020-11-16;Grand-Est;44;26
2020-11-16;Guadeloupe;1;2
2020-11-16;Guyane;3;0
2020-11-16;Hauts-de-France;32;49
2020-11-16;Ile-de-France;11;64
2020-11-16;La Réunion;4;1
2020-11-16;Martinique;2;3
2020-11-16;Mayotte;6;1
2020-11-16;Normandie;28;6
2020-11-16;Nouvelle-Aquitaine;75;21
2020-11-16;Occitanie;76;22
2020-11-16;Pays de la Loire;52;10
2020-11-16;Provence-Alpes-Côte d'Azur;93;47
2020-11-17;Auvergne-Rhône-Alpes;84;72
2020-11-17;Bourgogne-Franche-Comté;27;24
2020-11-17;Bretagne;53;7
2020-11-17;Centre-Val de Loire;24;19
2020-11-17;Corse;94;2
2020-11-17;Grand-Est;44;34
2020-11-17;Guadeloupe;1;2
2020-11-17;Guyane;3;0
2020-11-17;Hauts-de-France;32;60
2020-11-17;Ile-de-France;11;72
2020-11-17;La Réunion;4;1
2020-11-17;Martinique;2;1
2020-11-17;Mayotte;6;1
2020-11-17;Normandie;28;9
2020-11-17;Nouvelle-Aquitaine;75;25
2020-11-17;Occitanie;76;18
2020-11-17;Pays de la Loire;52;10
2020-11-17;Provence-Alpes-Côte d'Azur;93;25
2020-11-18;Auvergne-Rhône-Alpes;84;72
2020-11-18;Bourgogne-Franche-Comté;27;27
2020-11-18;Bretagne;53;2
2020-11-18;Centre-Val de Loire;24;6
2020-11-18;Corse;94;0
2020-11-18;Grand-Est;44;32
2020-11-18;Guadeloupe;1;0
2020-11-18;Guyane;3;0
2020-11-18;Hauts-de-France;32;39
2020-11-18;Ile-de-France;11;80
2020-11-18;La Réunion;4;3
2020-11-18;Martinique;2;0
2020-11-18;Mayotte;6;0
2020-11-18;Normandie;28;15
2020-11-18;Nouvelle-Aquitaine;75;15
2020-11-18;Occitanie;76;33
2020-11-18;Pays de la Loire;52;11
2020-11-18;Provence-Alpes-Côte d'Azur;93;26
2020-11-19;Auvergne-Rhône-Alpes;84;58
2020-11-19;Bourgogne-Franche-Comté;27;12
2020-11-19;Bretagne;53;2
2020-11-19;Centre-Val de Loire;24;12
2020-11-19;Corse;94;0
2020-11-19;Grand-Est;44;21
2020-11-19;Guadeloupe;1;1
2020-11-19;Guyane;3;0
2020-11-19;Hauts-de-France;32;33
2020-11-19;Ile-de-France;11;53
2020-11-19;La Réunion;4;2
2020-11-19;Martinique;2;1
2020-11-19;Mayotte;6;1
2020-11-19;Normandie;28;15
2020-11-19;Nouvelle-Aquitaine;75;21
2020-11-19;Occitanie;76;34
2020-11-19;Pays de la Loire;52;6
2020-11-19;Provence-Alpes-Côte d'Azur;93;39
2020-11-20;Auvergne-Rhône-Alpes;84;42
2020-11-20;Bourgogne-Franche-Comté;27;14
2020-11-20;Bretagne;53;4
2020-11-20;Centre-Val de Loire;24;8
2020-11-20;Corse;94;0
2020-11-20;Grand-Est;44;34
2020-11-20;Guadeloupe;1;0
2020-11-20;Guyane;3;0
2020-11-20;Hauts-de-France;32;22
2020-11-20;Ile-de-France;11;65
2020-11-20;La Réunion;4;4
2020-11-20;Martinique;2;1
2020-11-20;Mayotte;6;0
2020-11-20;Normandie;28;7
2020-11-20;Nouvelle-Aquitaine;75;13
2020-11-20;Occitanie;76;23
2020-11-20;Pays de la Loire;52;7
2020-11-20;Provence-Alpes-Côte d'Azur;93;20
2020-11-21;Auvergne-Rhône-Alpes;84;41
2020-11-21;Bourgogne-Franche-Comté;27;17
2020-11-21;Bretagne;53;2
2020-11-21;Centre-Val de Loire;24;4
2020-11-21;Corse;94;1
2020-11-21;Grand-Est;44;20
2020-11-21;Guadeloupe;1;0
2020-11-21;Guyane;3;0
2020-11-21;Hauts-de-France;32;24
2020-11-21;Ile-de-France;11;54
2020-11-21;La Réunion;4;1
2020-11-21;Martinique;2;1
2020-11-21;Mayotte;6;0
2020-11-21;Normandie;28;9
2020-11-21;Nouvelle-Aquitaine;75;3
2020-11-21;Occitanie;76;17
2020-11-21;Pays de la Loire;52;7
2020-11-21;Provence-Alpes-Côte d'Azur;93;19
2020-11-22;Auvergne-Rhône-Alpes;84;38
2020-11-22;Bourgogne-Franche-Comté;27;18
2020-11-22;Bretagne;53;3
2020-11-22;Centre-Val de Loire;24;2
2020-11-22;Corse;94;0
2020-11-22;Grand-Est;44;16
2020-11-22;Guadeloupe;1;0
2020-11-22;Guyane;3;0
2020-11-22;Hauts-de-France;32;15
2020-11-22;Ile-de-France;11;38
2020-11-22;La Réunion;4;1
2020-11-22;Martinique;2;2
2020-11-22;Mayotte;6;0
2020-11-22;Normandie;28;2
2020-11-22;Nouvelle-Aquitaine;75;5
2020-11-22;Occitanie;76;9
2020-11-22;Pays de la Loire;52;5
2020-11-22;Provence-Alpes-Côte d'Azur;93;17
2020-11-23;Auvergne-Rhône-Alpes;84;45
2020-11-23;Bourgogne-Franche-Comté;27;27
2020-11-23;Bretagne;53;1
2020-11-23;Centre-Val de Loire;24;7
2020-11-23;Corse;94;0
2020-11-23;Grand-Est;44;19
2020-11-23;Guadeloupe;1;1
2020-11-23;Guyane;3;1
2020-11-23;Hauts-de-France;32;33
2020-11-23;Ile-de-France;11;39
2020-11-23;La Réunion;4;1
2020-11-23;Martinique;2;0
2020-11-23;Mayotte;6;0
2020-11-23;Normandie;28;9
2020-11-23;Nouvelle-Aquitaine;75;12
2020-11-23;Occitanie;76;18
2020-11-23;Pays de la Loire;52;12
2020-11-23;Provence-Alpes-Côte d'Azur;93;19
2020-11-24;Auvergne-Rhône-Alpes;84;53
2020-11-24;Bourgogne-Franche-Comté;27;16
2020-11-24;Bretagne;53;5
2020-11-24;Centre-Val de Loire;24;8
2020-11-24;Corse;94;0
2020-11-24;Grand-Est;44;21
2020-11-24;Guadeloupe;1;1
2020-11-24;Guyane;3;0
2020-11-24;Hauts-de-France;32;23
2020-11-24;Ile-de-France;11;58
2020-11-24;La Réunion;4;0
2020-11-24;Martinique;2;0
2020-11-24;Mayotte;6;0
2020-11-24;Normandie;28;9
2020-11-24;Nouvelle-Aquitaine;75;12
2020-11-24;Occitanie;76;22
2020-11-24;Pays de la Loire;52;13
2020-11-24;Provence-Alpes-Côte d'Azur;93;29
2020-11-25;Auvergne-Rhône-Alpes;84;67
2020-11-25;Bourgogne-Franche-Comté;27;16
2020-11-25;Bretagne;53;4
2020-11-25;Centre-Val de Loire;24;13
2020-11-25;Corse;94;1
2020-11-25;Grand-Est;44;24
2020-11-25;Guadeloupe;1;0
2020-11-25;Guyane;3;0
2020-11-25;Hauts-de-France;32;27
2020-11-25;Ile-de-France;11;47
2020-11-25;La Réunion;4;3
2020-11-25;Martinique;2;0
2020-11-25;Mayotte;6;0
2020-11-25;Normandie;28;7
2020-11-25;Nouvelle-Aquitaine;75;12
2020-11-25;Occitanie;76;17
2020-11-25;Pays de la Loire;52;6
2020-11-25;Provence-Alpes-Côte d'Azur;93;14
2020-11-26;Auvergne-Rhône-Alpes;84;41
2020-11-26;Bourgogne-Franche-Comté;27;8
2020-11-26;Bretagne;53;2
2020-11-26;Centre-Val de Loire;24;10
2020-11-26;Corse;94;1
2020-11-26;Grand-Est;44;14
2020-11-26;Guadeloupe;1;2
2020-11-26;Guyane;3;0
2020-11-26;Hauts-de-France;32;23
2020-11-26;Ile-de-France;11;32
2020-11-26;La Réunion;4;0
2020-11-26;Martinique;2;3
2020-11-26;Mayotte;6;1
2020-11-26;Normandie;28;3
2020-11-26;Nouvelle-Aquitaine;75;6
2020-11-26;Occitanie;76;20
2020-11-26;Pays de la Loire;52;3
2020-11-26;Provence-Alpes-Côte d'Azur;93;23
2020-11-27;Auvergne-Rhône-Alpes;84;43
2020-11-27;Bourgogne-Franche-Comté;27;22
2020-11-27;Bretagne;53;2
2020-11-27;Centre-Val de Loire;24;13
2020-11-27;Corse;94;1
2020-11-27;Grand-Est;44;16
2020-11-27;Guadeloupe;1;0
2020-11-27;Guyane;3;0
2020-11-27;Hauts-de-France;32;22
2020-11-27;Ile-de-France;11;38
2020-11-27;La Réunion;4;1
2020-11-27;Martinique;2;0
2020-11-27;Mayotte;6;1
2020-11-27;Normandie;28;6
2020-11-27;Nouvelle-Aquitaine;75;8
2020-11-27;Occitanie;76;8
2020-11-27;Pays de la Loire;52;8
2020-11-27;Provence-Alpes-Côte d'Azur;93;17
2020-11-28;Auvergne-Rhône-Alpes;84;27
2020-11-28;Bourgogne-Franche-Comté;27;13
2020-11-28;Bretagne;53;1
2020-11-28;Centre-Val de Loire;24;3
2020-11-28;Corse;94;0
2020-11-28;Grand-Est;44;15
2020-11-28;Guadeloupe;1;1
2020-11-28;Guyane;3;0
2020-11-28;Hauts-de-France;32;16
2020-11-28;Ile-de-France;11;23
2020-11-28;La Réunion;4;1
2020-11-28;Martinique;2;0
2020-11-28;Mayotte;6;0
2020-11-28;Normandie;28;2
2020-11-28;Nouvelle-Aquitaine;75;3
2020-11-28;Occitanie;76;5
2020-11-28;Pays de la Loire;52;2
2020-11-28;Provence-Alpes-Côte d'Azur;93;10
2020-11-29;Auvergne-Rhône-Alpes;84;22
2020-11-29;Bourgogne-Franche-Comté;27;6
2020-11-29;Bretagne;53;1
2020-11-29;Centre-Val de Loire;24;3
2020-11-29;Corse;94;2
2020-11-29;Grand-Est;44;12
2020-11-29;Guadeloupe;1;0
2020-11-29;Guyane;3;0
2020-11-29;Hauts-de-France;32;7
2020-11-29;Ile-de-France;11;24
2020-11-29;La Réunion;4;1
2020-11-29;Martinique;2;0
2020-11-29;Mayotte;6;0
2020-11-29;Normandie;28;2
2020-11-29;Nouvelle-Aquitaine;75;4
2020-11-29;Occitanie;76;6
2020-11-29;Pays de la Loire;52;4
2020-11-29;Provence-Alpes-Côte d'Azur;93;8
2020-11-30;Auvergne-Rhône-Alpes;84;24
2020-11-30;Bourgogne-Franche-Comté;27;15
2020-11-30;Bretagne;53;3
2020-11-30;Centre-Val de Loire;24;4
2020-11-30;Corse;94;0
2020-11-30;Grand-Est;44;16
2020-11-30;Guadeloupe;1;0
2020-11-30;Guyane;3;0
2020-11-30;Hauts-de-France;32;33
2020-11-30;Ile-de-France;11;35
2020-11-30;La Réunion;4;0
2020-11-30;Martinique;2;0
2020-11-30;Mayotte;6;0
2020-11-30;Normandie;28;6
2020-11-30;Nouvelle-Aquitaine;75;15
2020-11-30;Occitanie;76;16
2020-11-30;Pays de la Loire;52;2
2020-11-30;Provence-Alpes-Côte d'Azur;93;27
2020-12-01;Auvergne-Rhône-Alpes;84;42
2020-12-01;Bourgogne-Franche-Comté;27;21
2020-12-01;Bretagne;53;0
